Unnamed: 0,Name,Address,Phone,Fax,Mailing,Email,Web,Contact,Additional locations,Degrees/Certificates Offered,Program and Facilities Description,Services,Duration,Basic Rate,Clients,Notes
80,THE LOS ANGELES RECORDING SCHOOL (A  DIVISION OF THE LOS ANGELES FILM SCHOOL)  ,"6690 Sunset Blvd.  Los Angeles, CA 90028   (local)","['323-860-0789', '888-688-5277']",,,info@lafilm.edu ,larecordingschool.com ,Admissions Department ,,Associate of Science in Recording Arts - Program Length  18 months (on campus); As-  sociate of Science in Music Production - Program  Length  18 months (on campus); Associate of  Science in Music Production  Online  Program  Length  18 months (online)  ,,,18-month programs ,,,"The Los Angeles Recording School (LARS) has over 33,000 square feet of facilities and  classrooms, including over 20 recording labs and  studios. Our Associate of Science in Recording Arts  provides students with the opportunity to learn  about a multitude of aspects of the audio industry,  including interactive audio, acoustic principles and  sound effect design. Our Associate of Science in  Music Production prepares students with courses  in music composition, mixing and mastering and  music copyright. The Los Angeles Recording  School is located in the heart of Hollywood on  Sunset Boulevard, and is a division of The Los  Angeles Film School, an institution accredited by  the Accrediting Commission of Career Schools and  Colleges (ACCSC). "
81,LOS ANGELES VALLEY COLLEGE,"5800 Fulton Ave.  Van Nuys, CA 91401",['818-947-2346'],,,grudejw@lavc.edu ,lavc.edu/music ,Music department ,,A.A. ,,"curriculum is geared toward instrument instruction and performance,  with school performance opportunities and a  varied course selection available  ",approx. 2 years ,please call for tuition and fee information ,,weekend/evening music classes offered through Community Services program 
82,LOS MEDANOS COLLEGE,"Recording Arts  2700 E. Leland Rd.  Pittsburg, CA 94565",['925-439-2181'],,,anakaji@losmedanos.edu ,losmedanos.edu/recarts/default.asp ,,,,,"Degrees/Certificate(s) offered: AA, Col- lege Skills Certificate, Certificate of Achievement  ",,,,
83,1351 Pioneer Square,"Brentwood, CA 94513",['925-513-1625'],,,,,,,,,,,,,
84,LOYOLA MARYMOUNT UNIVERSITY,"1 LMU Dr.  Burns Fine Arts Center  Los Angeles, CA 90045-2659",['310-338-5154'],,,todd.harper@lmu.edu ,cfa.lmu.edu/programs/music ,"Dr. T. J. Harper, Chair of the Music Program  ",,B.A. ,,"classical guitar, piano, voice, strings, percussion, world music ensemble, opera, chorus,  music history, theory and composition, ethnomusi-  cology and instrumental and choral conducting.  ",approx. 4 years ,please call for tuition information ,,"All music courses are faculty- taught and are limited in size to provide the most personal  attention to each student. The program offers a  balanced curriculum in musicianship, historical  perspectives and music performance. The Bachelor  of Arts Degree in Music, often called the degree of  the future offers the maximum career opportuni-  ties following graduation. The B.A. degree also  provides an appropriate background for prospec-  tive candidates pursuing advanced degrees in  preparation for work as musicologists, composers,  arts administrators, music educators as well as  professional performers. "
85,MARK FITCHETTS GUITAR SCHOOL,"1712 S. Pacific Coast Hwy.  Redondo Beach, CA 90277",['310-918-0439'],,,mrfrets@aol.com ,theguitarschool.com ,Mark Fitchett ,,,,"All styles instruction in guitar, bass and keyboards ",,,,
86,MIRACOSTA COLLEGE,"1 Barnard Dr., Bldg. OC 2200  Oceanside, CA 92056",['760-795-6816'],,,storok@miracosta.edu ,miracosta.edu ,"Steve Torok, Department Chair ",,,,,,please call or see web for info,,
87,MENDOCINO COLLEGE,"Gary Gottlieb  905 Waugh Lane,  Ukiah, CA 95482",,,,info@moreysmusic.com ,moreysmusic.com ,,,,,"instruction in guitar, saxophone, flute, violin, clarinet, cello, piano  ",varies ,please call or see web for info,,
88,MUSICIANS INSTITUTE (MI),"6752 Hollywood Blvd.  Hollywood, CA 90028","['866-405-8748', '323-462-1384']",,,admissions@mi.edu ,mi.edu ,,,"instrument certificate, specialized certifi- cate, Associate of Arts, B.M. and encore  ",,"12- and 18-month options, specialized certificate  Six-to-nine-month courses in career specialties  including: audio engineering, independent artist  development, music business, guitar craft, music  video/film and television, Bachelor of Music  degrees (bass, guitar, drums, keyboards and  vocals): 4 years; Associate of Arts degree (bass,  guitar, drums, keyboards and vocals): 2 years;  Encore Programs (bass, guitar, drum set, keyboards  and vocals): 10 weeks; Encore Express 5-week,  full-time (15 units) or 10-week, part-time (7 units);  Extension  individual 10-week courses; Summer  Shot  one-week courses  ",instrument certificate ,please call or see web for info ,,"MI offers a wide range of educational op- tions for contemporary musicians, all designed and  taught by professionals who show you first-hand  what a music career is all about. At MI, students  learn how the contemporary music industry works  from the inside, on the performing stage, in the  recording studio and behind the scenes. "
89,OCCIDENTAL COLLEGE,"1600 Campus Rd.  Los Angeles, CA 90041",['323-259-2785'],,,kasunic@oxy.edu ,oxy.edu/academics/areas-study/music ,"David Kasunic, Dept. Chair ",,B.A. ,,"Students majoring in music develop an integrated understanding of music in performance,  creative work, and as cultural and historical expres-  sion. Through its curriculum, concerts and recitals,  master classes, guest lectures, residencies and  other public events, the music department leads  the discourse that enriches College and community  life. Students study, practice, and perform in Booth  Hall, Herrick Chapel, and Thorne Hall, with access  to practice rooms, large and small performance  venues, a well- equipped electronic music studio,  and an outstanding music library.  ",approx. 4 years,,,
90,"OC RECORDING SCHOOL, THE","3100 W. Warner Ave., Ste. 7  Santa Ana, CA 92704",['323-244-9794'],,,Info@ocrecording.com ,"ocrecording.com Contact : Asaf Fulks (Engineer, Producer, Artist,  Instructor)  ",,,,,"Audio Engineering and Music Production Certificate Course. Lessons include Recording,  Mixing, Mastering, Advanced Audio Production,  Post Production, etc.  ","10, 20, 30, and 40 Week Options. Avail- able In The Studio or Remote via Skype, Source  Connect and Zoom. Flexible Scheduling.  ",Available at ocrecording.com,,"Avid Pro Tools Training, Waves Audio Certification, NI Maschine Lessons, Asafs Exclusive  Textbook, One-On-One Instruction, Shadow Profes-  sional Studio Sessions.  "
91,PASADENA CITY COLLEGE,"1570 E. Colorado Blvd.  Pasadena, CA 91106",['626-585-7216'],,,,pasadena.edu ,,,A.A. ,,"a program with classes in music studies, vocal and instrument instruction.  ",Approx. 2 years ,,,evening classes available
92,PEPPERDINE UNIVERSITY,"Seaver College  24255 Pacific Coast Hwy.  Malibu, CA 90263",['310-506-4462'],,,fineartsrecruit@pepperdine.edu ,seaver.pepperdine.edu ,,,,,"undergraduate music curriculum with emphases in: Applied (instrumental/vocal  performance), music education and composi-  tion. Special programs incl. the Flora L. Thornton  Opera Program and the Heidelberg Summer Music  Program. Performing ensembles: orchestra, wind  ensemble, jazz band, chamber ensembles, choir,  opera & musical prod., and pep band.  Degree : B.A.  Duration : approx. 4 years  ",,,,See website for deadline dates to apply
93,POINT BLANK MUSIC SCHOOL,"1035 S. La Brea Ave  Los Angeles, CA 90019",['323-594-8740'],,,,,,,,,"Long and short-term music production, sound design and DJ classes  ","varies between program, flexible ",Visit website for individual program costs ,,"Voted the worlds Best Electronic Music School by DJ Mag readers. Flexible schedules and  all studios complete with the latest equipment.  In partnership with Abelton, Native Instruments,  Pioneer. "
94,PYRAMIND,"859 Bryant St  San Francisco, CA 94103  ,205",['415-896-9800'],,,info@pyramind.com ,pyramind.com,,,,,,,,,
95,RECORDING CONNECTION AUDIO INSTITUTE,"6300 Wilshire Blvd, Suite 640  Los Angeles, CA 90048","['323-329-9610', '800-755-7597']",,,recording@rrfedu.com ,recordingconnection.com ,,,,,,,,,check website for other U.S. locations
96,RECORDING BOOT CAMP,"Pine Mountain Club, CA",['310-200-9010'],,,,recordingbootcamp.com,Ronan Chris Murphy ,,,,,,,,
97,ROSEMARY BUTLER,"Sherman Oaks, CA 91403",['818-903-7464'],,,vocalstarr@aol.com ,rosemarybutler.com ,,,,,"Vocal technique, artist development, performance coaching, style development  ",,,,"Learn to sing from the best: Rosemary But- ler, the voice who sang with Jackson Brown, James  Taylor, Linda Ronstadt, Bonnie Raitt & more "
98,SAE INSTITUTE OF TECHNOLOGY,"7 Music Circle N.  Nashville, TN 37203","['800-872-1504', '615-244-5848']",,,chicago@sae.edu ,usa.sae.edu/campuses/chicago,," 215 Peachtree St., Ste. 300  Atlanta, GA 30303  404-526-9366 Fax 404-526-9367  ",,,Audio Technology Program (Diploma); Electronic Music Producer (Certificate)  ,"Nine months full-time, 18 months part-time (Audio), six months part-time (Electronic  Music)  ",,,SAE Institute was founded internationally in 1976 and has since grown to almost 50 locations  worldwide. Courses focus on hands-on training  to prepare graduates for a career in the audio  industry.  
99,SAN FRANCISCO CONSERVATORY OF MUSIC,"50 Oak St.  San Francisco, CA 94102-6011",['415-503-6271'],,,apply@sfcm.edu ,sfcm.edu ,,,,,,,please call or see web for info,,
100,SANTA MONICA COLLEGE,"1900 Pico Blvd.  Santa Monica, CA 90405",['310-434-4323'],,,driscoll_brian@smc.edu ,smc.edu ,"Dr. Brian S. Driscoll, Dept.Chair ",,A.A. ,,"courses taught in songwriting, theory, voice, and ear-training, as well as instrument  instruction classes.  ",approx. 2 years ,please call or see web for info ,,extension/evening classes available
101,SANTA MONICA MUSIC CENTER,"1901 Santa Monica Blvd.  Santa Monica, CA 90404",['310-453-1928'],,,lessions@santamonicamusic.com ,santamonicamusic.com ,School Coordinator ,,,,,,please call for info ,all levels,
102,SCHOOL OF ROCK MUSIC,"12020 Wilshire Blvd.  Los Angeles, CA 90025",['310-442-7625'],,,,westla.schoolofrock.com ,,,,,"School of Rock Music is the original performance-based, interactive  music school founded in 1998 in Philadelphia. Our  goals at the Paul Green School Of Rock Music are:  to help our students realize their potential as artists,  to put them on stage in front of as many people as  possible, and to help foster a new generation of  incredible musicians.  ",,please call for info ,,"Schools all across the country, check website for additional locations "
103,SILVERLAKE CONSERVATORY OF MUSIC,"4652 Hollywood Blvd.  Los Angeles, CA 90027",['323-665-3363'],,,reception.scm@outlook.com ,silverlakeconservatory.com ,,,,,,,please call or see web for info,,
104,THE SONGWRITING SCHOOL,"4001 W. Magnolia Blvd.  Burbank, CA 91506",['818-848-7664'],,,info@thesongwritingschool.com ,thesongwritingschool.com,,,,,,,,,
105,SOUTH BAY SCHOOL OF MUSIC,1710 S. Pacific Coast Hwy  Redondo Beach CA 90277,['310-540-6767'],,,,southbayschoolofmusic.com ,,,,,"All styles instruction in guitar, bass, drums, voice, woodwinds, brass and keyboards.  ",varies ,please call or see web for info,,
106,Additional location::,,,,,,,,,,,,,,,
107,"3840 Woodruff Ave., Ste. 109","Long Beach, CA 90808",['565-627-0464'],,,,,,,,,,,,,
108,STUDIO WEST,"11021 Via Frontera, Ste.  A San Diego, CA 92127",['858-592-9497'],,,info@studiowest.com ,studiowest.com ,,,"Associate Degree, Recording Arts ",,"Pro Tools Operator Certification, Pro Tools Expert Certification, Music Creation, Audio  Production, ICON Mixer Certification, Avid Media  Composer.  ",varies by program,varies by class ,,
110,UCLA EXTENSION ENTERTAINMENT STUDIES AND  PERFORMING ARTS,"10995 Le Conte Ave.  Los Angeles, CA 90024",['310-825-9064'],,,entertainmentstudies@uclaextension.edu ,entertainment.uclaextension.edu ,,,Certificates in Film Scoring and Music Business  ,,"UCLA Extensions Department of Entertainment Studies and Performing Arts is  an internationally acclaimed program, providing  practical training and instruction in all aspects of  the entertainment industry. Students can enroll in  individual courses or a comprehensive certificate  program in the film scoring, the music business,  songwriting, recording engineering, and music  technology and production. Our course of study  directly addresses the competitive demands of  todays industry and prepares professionals with a  broad, in-depth background to meet the challenges  of the entertainment industry.  ",Approx. 1 - 3 years   ,,,"This program is open to everyone and does not require university enrollment. It offers  fundamental to advanced training, current music  industry information, and prominent industry  professionals as instructors and speakers. "
111,"UNIVERSITY OF CALIFORNIA, BERKELEY","104 Morrison Hall, #1200  Berkeley, CA 94720-1200","['510-642-2678', '510-642-8480']",,,music@berkeley.edu ,music.berkeley.edu ,"David Milnes, Professor & Department Chair  ",,"B.A., M.A./Ph.D, and Ph.D ",,,,please call or see web for info,,
112,"UNIVERSITY OF CALIFORNIA, LOS ANGELES  (UCLA) HERB ALPERT SCHOOL OF MUSIC  ","2520 Schoenberg Music Bldg.  Box 951657  Los Angeles, CA 90095-1657",['310-825-4761'],,,uclaalpert@schoolofmusic.ucla.edu ,schoolofmusic.ucla.edu ,"Travis Cross, Chair ",,"B.A., M.A., Ph.D, M.M., D.M.A. ",,A performance-based university music program at the undergraduate level. Graduate  level includes performance and composition.      ,varies ,call for info-see registrar.ucla.edu ,,"The UCLA Department of Music admits new students in the Fall Quarter only. The UC applica-  tion filing period is Nov. 1 - 30 for enrollment  in September of the following year. Applicants  must first apply for admission at the freshman  level from high school or transfer from another  college or university, and must meet all minimum  academic eligibility requirements for admission to  the University of California either as a freshman or  transfer student.  Please note that only applicants who have  indicated Music as their first choice major to UCLA  on the general UC application, will be considered  for admission to the program. Students interested  in Jazz Studies or World Music should apply to the  UCLA Department of Ethnomusicology. "
113,UNIVERSITY OF THE PACIFIC,"Conservatory of Music  3601 Pacific Ave.  Stockton, CA 95211",['209-946-2408'],,,rbtittin@pacific.edu ,pacific.edu/conservatory ,"Ruth Brittin, Program Dir. of Music Education  ",,"B.M., B.A., B.S, M.M, M.A. ",,"A diverse conservatory with a variety of undergraduate programs in Music  Composition, Performance, Education, History,  Management, Music Industry Studies, Music Thera-  py, and Jazz Studies as well as Graduate programs  in Music Education and Music Therapy. Minors are  also offered in Music and Music Management for  all students, as well as Minors in Music History and  Music Theory for Music Majors.  ",,Please call or see website ,,"All majors require an audition or interview, or both. See website.  "
114,"3200 Fifth Ave Sacramento, CA 95817","155 Fifth St.  San Francisco, CA 94103  3200 Fifth Ave.  Sacramento, CA 95817",['916-739-7105'],,,,,,,,,,,,,
115,USC JIMMY IOVINE AND  ANDRE YOUNG ACADEMY  ,"3780 Watt Way  Los Angeles, CA 90089",['213-821-6140'],,,iovine-young@usc.edu ,iovine-young.usc.edu ,"Jessica Vernon, Admission & Student Services  ",,"The degree requires a total of 128 units, including 56 units in the Core and 32 units in  Emphases. Through the Academys Core, students  learn applied skills and gain understanding of the  theories, concepts and vocabulary of each field.  ",,,4 Year,,,
116,USC THORNTON SCHOOL  OF MUSIC  ,"Los Angeles, CA 90089",['213-740-6935'],,,uscmusic@usc.edu ,usc.edu/music ,music admissions ,,"B.M., B.A., B.S, M.M., D.M.A., Ph.D., M.A.,Graduate Certificate.  ",,"A large department with a wide variety of undergraduate and graduate programs in  performance, composition, education, and music  industry.  ",varies ,please call or see web for info ,,Virtually all programs require a perfor- mance audition in order to be considered for  admission. 
117,VISIBLE MUSIC COLLEGE,"Atascadero Teaching Site  6225 Atascadero Ave  Atascadero, CA 93422",['901-381-3939'],,,seeyourself@visible.edu ,visible.edu ,,,"1 year accredited Certificate, Bachelor of Applied Arts, Master of Arts.  ",,"Modern Music Performance, Music Production, Music Business, Creative Leadership  (content creation or ministry focus)  ","1 year certificate, 3 or 4 year bachelors degree, 1 or 2 year masters degree  ",please call or see website ,,Christian music college with hands-on training from industry professionals. The college  is small and intimate with great opportunities to  outwork your training in any of our programs.  Music is important and we invest in creatives as  leaders in their field.  
118,200 Madison Ave,"Memphis, TN 38103",['901-381-3939'],,,,,,,,,,,,,
119,3404 Lake Street,"Lansing, IL 60438",['708-455-1414'],,,,,,,,,,,,,
120,2801 Orchid Dr.,"McKinney, TX 75070",['901-381-3939'],,,,,,,,,,,,,
121,"WALDEN SCHOOL, THE","7 Joost Avenue, Suite 204  San Francisco, CA 94131",['415-587-8157'],,,info@waldenschool.org ,waldenschool.org ,," Summer Address  P.O. Box 432  Dublin, NH 03444  603-563-8212 ",,,,,please call or see web for info ,,
122,WEST L.A. COLLEGE,"Humanities & Fine Arts Division  9000 Overland Ave.  Culver City, CA 90230-3519",['310-287-4565'],,,ForiereM@WLAC.edu ,wlac.edu ,"Elise Forier Edie, Chairperson ",,A.A. ,,"courses in instrument instruction and music studies. piano, voice, music appreciation\  and fundamentals and jazz band  ",approx. 2 years ,please call or see web for info ,,evening classes are available
123,WEST VALLEY COLLEGE,"14000 Fruitvale Ave.  Saratoga, CA 95070",['408-471-4663'],,,lou.delarosa@westvalley.edu ,westvalley.edu/academics/music ,"Lou De La Rosa, Dept. Chair",,,,,,,,
124,WHITE HALL ARTS ACADEMY,"2812 W. 54th St.  Los Angeles, CA 90043  , SKYPE (Tanisha_ whaa)",['424-235-0665'],,,mail@whitehallacademy.org ,"whitehallacademy.org, facebook.com/whitehallartsacademy  ",any customer service rep. ,,,,"private one-on-one lessons in voice, piano, strings, guitar, woodwind  ",Private min. 30/45/60,,,
125,WOMENS AUDIO MISSION,"542-544 Natoma St., #C-1  San Francisco, CA 94103",['800-926-1338'],,,,womensaudiomission.org ,,,,,"Womens Audio Mission (WAM) is a San Francisco-based nonprofit organization that is  dedicated to the advancement of women in music  production and the recording arts, a field in which  women are critically under-represented (less than  5%). Classes in Audio & Recording Technology. ",,,,
126,ASPEN MUSIC FESTIVAL  AND SCHOOL  ,"225 Music School Rd.  Aspen, CO 81611",['970-925-3254'],,,info@aspenmusic.org ,aspenmusicfestival.com ,,,,,,,please call or see web for info,,
127,BROADWAY MUSIC SCHOOL,"2555 S. Santa Fe Drive  Denver, CO",['303-725-8058'],,,info@broadwaymusicschool.com ,broadwaymusicschool.com ,,,,,"quality private music instruction in all instruments and voice, rock, jazz and classical  ensembles for youths and adults, music theory  classes and more. ",,please call or see web for info ,,
128,COLORADO CHRISTIAN  UNIVERSITY  ,"School of Music  8787 W. Alameda Ave.  Lakewood, CO 80226",['303-963-3000'],,,music@ccu.edu Web : ccu.edu/music  ,,,,,,"The School of Music at Colorado Chris- tian University currently offers four emphases in  music performance, education, worship arts and  sound recording technology; as well as 18 hours  of coursework available in Theatre, including three  main stage productions annually. ",,,,
129,DENVER MUSIC INSTITUTE,"4195 S. Broadway  Englewood, CO 80113",['303-788-0303'],,,randy@denvermusicinstitute.com ,denvermusicinstitute.com ,,,,,,,please call or see web for info,,
130,LAMONT SCHOOL OF MUSIC,"2344 E. Iliff Ave.  Denver, CO 80208",['303-871-6973'],,,LamontMusic@du.edu ,liberalarts.du.edu/lamont/faculty-staff ,,,,,,,please call or see web for info,,
131,SWALLOW HILL MUSIC  ASSOCIATION  ,"71 E. Yale Ave.  Denver, CO 80210   Ext. 2",['303-777-1003'],,,info@swallowhillmusic.org ,swallowhillmusic.org ,Tyler Breuer ,,,,,,please call or see web for info,,
132,UNIVERSITY OF COLORADO,"1250 14  Denver, CO 80204",['303-315-5969'],,,CA@ucdenver.edu ,ucdenver.edu,,,,,,,,,
133,THE CONNECTICUT SCHOOL OF MUSIC,"1242 Post Rd. E.  Westport, CT 06880-5427",['203-226-0805'],,,info@ctschoolofmusic.com ,ctschoolofmusic.com ,," 299 Greenwich Ave., 3rd Fl.  Greenwich, CT 06830  203-302-9968 ",,,"The Connecticut School of Music offers half hour, 45 minute or hour-long lessons as  well as every- other-week lessons and 5 or 10 les-  son packages for adults. We also provide group  ",,please call or see web for info  ,,
134,UNIVERSITY OF HARTFORD,"The Hartt School  200 Bloomfield Ave.  West Hartford, CT 06117-1599",['860-768-4465'],,,harttadm@hartford.edu ,hartford.edu/hartt ,,,,,"Bachelor of Music, Bachelor of Arts, Bachelor of Fine Arts ",,,,
135,UNIVERSITY OF NEW HAVEN,"Department of Music  300 Boston Post Rd.  West Haven, CT 06516","['203-932-7000', '800-342-5864']",,,CDaddabbo@newhaven.edu ,newhaven.edu,,,,,,,,,
136,YALE UNIVERSITY,"Department of Music  P.O. Box 208310  469 College St.  New Haven, CT 06520-8310",['203-432-2985'],,,ian.quinn@yale.com ,yalemusic.yale.edu ,"Ian Quinn, Chair",,,,,,,,
137,THE MUSIC SCHOOL OF,"DELAWARE  4101 Washington St.  Wilmington, DE 19802",['302-762-1132'],,,mbfrontdesk@musicschoolofdelaware.org,musicschoolofdelaware.org ,," 23 S. Walnut St.  Milford, DE 19963  302-422-2043  Pike Creek, Dover, Felton, Lewes, Georgetown  ",,,,,,,
138,UNIVERSITY OF DELAWARE,"College of Arts and Sciences  4 Kent Way  Newark, DE 19716",['302-831-2793'],,,deansoffice@art-sci.udel.edu ,cas.udel.edu,,,,,,,,,
139,AMERICAN UNIVERSITY,"Katzen Arts Center, Room 137  4400 Massachusetts Ave. N.W.  Washington, D.C. 20016",['202-885-3420'],,,dpa@american.edu ,american.edu/cas/performing-arts/music,"Richard Paul, Admin. Coordinator ",,,,,,,,
140,LEVINE SCHOOL OF MUSIC,"Main Campus  Sallie Mae Hall  2801 Upton St., N.W.  Washington, D.C. 20008",['202-686-8000'],,,services@levinemusic.org,levineschool.org ,," Westover Baptist Church  1125 N. Patrick Henry Dr.  Arlington, VA 22205  703-237-5655  ",,,,,please call or see web for info ,,"Levine School of Music, the Washington DC regions preeminent center for music education,  is a welcoming community where children and  adults find lifelong inspiration and joy through  learning, performing, listening to and participating  with others in music.  "
141,THE OMEGA STUDIOS SCHOOL OF APPLIED,"RECORDING ARTS & SCIENCES  12712 Rock Creek Mill Rd.  Rockville, MD 20852",['301-230-9100'],,,admissions@omegastudios.com ,"omegastudios.com **No degree, certificates. ",,,,,,,,,
142,CENTER FOR PRO TOOLS,"P.O. Box 1393  Goldenrod, FL. 32733",['407-674-7926'],,,info@centerforprotools.com,centerforprotools.com  ,,,,,ProTools Certification,,,,
143,FROST SCHOOL OF MUSIC,"University of Miami  5501 San Amaro Drive  Coral Gables, FL 33146",['305-284-2241'],,,admission.music@miami.edu ,music.miami.edu ,,,"B.M., B.A., B.S., M.M., D.M.A, Ph.D, A.D., Specialist  ",,"Performance, Studio Music and Jazz, Music Education, Music Therapy,  Music Business and Entertainment Industry, Music  Theory, Music Engineering Technology, Media  Writing and Production  ",4 years,,,
144,FSU COLLEGE OF MUSIC,"Florida State University  122 N. Copeland St.  Tallahassee, FL 32306-1180",['850-644-3424'],,,musicadmissions@fsu.edu ,music.fsu.edu ,,,,,,,please call or see web for info,,
145,FULL SAIL,"3300 University Blvd.  Winter Park, FL 32792","['800-226-7625', '407-679-6333']",,,,fullsail.com ,,,,,"Full Sail offers degrees in Recording Arts, Show Production and Touring,  Music Business, and Entertainment Business.  Students learn music production, mixing, recording,  live sound and event production. Online Education.  ",12-21 months depending on degree program  ,please call or see web for info ,,"Full Sails other degree programs include Computer Animation, Digital Arts and Design, Film,  Game Development and Graphic Design. "
146,"PLAYERS SCHOOL OF MUSIC, THE","375 Seminole Blvd.  Largo, FL 33770  , Text:","['727-725-1445', '727-687-5172']",,,vfbertin@playerschool.edu ,playerschool.edu ,,,,,"guitar, drums, bass, keyboards ","1-Week, 4-Week, 10-Week, 1-Year, 2-Year",,,
147,ST PETERSBURG COLLEGE,"Music Industry Recording Arts (MIRA)  P.O. Box 13489  St. Petersburg, FL 33733",['727-341-4772'],,,,go.spcollege.edu/Music,,,,,,,,,
148,UNITY GAIN RECORDING SCHOOL,"1953 Ricardo Ave.  Fort Myers, FL 33901",['239-332-4246'],,,,unitygain.com ,,,,,"Unity Gain Recording Institute offers two, one year programs to teach the art of professional  multi track recording: The Audio Recording Com-  prehensive Program and Advanced Techniques In  Audio Recording. ",,,,
149,UNIVERSITY OF TAMPA,"Department of Music  401 W. Kennedy Blvd.  Tampa, FL 33606",['813-253-3333'],,,,ut.edu/music ,,,"B.M. in performance, B.M. in Music Education, B.A. in Music, B.A. in Musical Theatre,  Minor in Music ",,,,,,
150,THE ART INSTITUTE OF MUSIC,"2875 Breckinridge Blvd.,  Ste. 700 Duluth, GA 30096",['770-242-7717'],,,admissions@aimm.edu ,aimm.edu,,,,,,,,,
151,GEORGIA ACADEMY OF MUSIC,"4200 Northside Parkway Bldg. 4 Suite 100  Atlanta, GA 30327",['404-355-3451'],,,musicgam@bellsouth.net ,gaom.us ,,,,,,,please call or see web for info,,
152,GEORGIA SOUTHERN UNIVERSITY,"Fred & Dinah Gretsch School of Music  P.O. Box 8052  Statesboro, GA 30460",['912-478-5396'],,,music@GeorgiaSouthern.edu ,cah.georgiasouthern.edu/music,,,,,,,,,
153,GEORGIA STATE UNIVERSITY,"School of Music  P.O. Box 3993  Atlanta, GA 30302",['404-413-5900'],,,music@gsu.edu ,music.gsu.edu,,,,,,,,,
154,KENNESAW STATE UNIVERSITY,"School of Music  Building 31, Room 111, MD 3201  471 Bartow Ave.  Kennesaw, GA 30144",['470-578-5064'],,,pfieldin@kennesaw.edu ,arts.kennesaw.edu/music,,,,,,,,,
155,"MUSIC CLASS, THE","Corporate Office  1875 Old Alabama Rd. Suite 815  Roswell, GA 30076",['770-645-5578'],,,info@themusicclass.com ,themusicclass.com ,,,,,,,please call or see web for info ,,Childhood Music Education Centers throughout the United States and Canada 
156,SANDY SPRINGS MUSIC,"5920 Roswell Rd., Ste. D-201  Sandy Springs, GA 30328",['404-250-0406'],,,,sandyspringsmusic.com ,,,,,,,please call for info,,
157,BANDWAGON INSTITUTE  OF THE ARTS  ,"3-2600 Kamualii Hwy  Lihue, HI 96766",['808-634-2962'],,,bwmc808@gmail.com,,,,,,,,,,
158,UNIVERSITY OF HAWAII AT MANOA,"Music Department  2411 Dole St.  Honolulu, HI 96822",['808-956-7756'],,,,manoa.hawaii.edu/music ,,,,,,,please call for info,,
159,KAILUA MUSIC SCHOOL,"131 Hekilil St., #209  Kailua, HI 96734",['808-261-6142'],,,info@kailuamusicschool.com ,kailuamusicschool.com ,,,,,,,please call for info ,,"At Kailua Music School we believe the en- joyment of music, the knowledge of music and the  development of skills in creating and performing  music enhances the quality of life and nourishes  the human spirit. We provide the highest quality  music education for all ages and levels. "
160,KE KULA MELE HAWAII,"Alan Akaka School of Hawaiian Music  1296 Auwaiku St.  Kailua, HI 86734",['808-375-9379'],,,info@KeKulaMele.com ,kekulamele.com ,,,,,,,please call for info ,,"Ke Kula Mele provides a special environ- ment where anyone (children through adults) who  want to learn to play ukulele, steel guitar, upright  Hawaiian bass and guitar are most welcome to  pursue their dreams of playing an instrument and  learning to sing Hawaiian songs. Music so enriches  the lives of our students, young and old alike,  regardless of their initial skill level. Everyone experi-  ences a fun and positive learning environment. "
161,UNIVERSITY OF HAWAII MAUI COLLEGE,"Institute of Hawaiian Music  310 Kaahumanu Ave.  Kahului, HI 96732",['808-984-3570'],,,,maui.hawaii.edu/music  ,Dr. Keola Donaghy,,,,,,,,
162,JUNIOR MUSIC ACADEMY,"74-5605 Alapa St., Ste. #105  Kailua-Kona, HI 96740",['808-331-2000'],,,juniormusicacademy@rocketmail.com,juniormusicacademy.com  ,,,,,,,,,"Classes meet once a week in a small group where parents actively participate allowing for fun,  exciting, and engaging activities for children and  parents alike. Ages between birth and 5th grade. "
163,UNIVERSITY OF IDAHO,"The Lionel Hampton School of Music  1012 S. Deakin St.  Moscow, ID 83843",['208-885-7254'],,,music@uidaho.edu ,uidaho.edu/class/music,,,,,,,,,
164,IDAHO STATE UNIVERSITY,"Music/School of Performing Arts  921 S. 8th Ave., Stop 8099  Pocatello, ID 83209",['208-282-3636'],,,music@isu.edu ,isu.edu/music,,,,,,,,,
165,AMERICAN MUSIC INSTITUTE,"60 55th St.  Clarendon Hills, IL 60514",['630-850-8505'],,,AMI@amimusic.org ,amimusic.org ,," 1032 Maple Ave.  Downers Grove, IL 60515  307 Cedar Ave.  St. Charles, IL 60174 ",,,,,please see web for info ,,
166,CHICAGO SCHOOL OF MUSIC,"900 N. Franklin St.  Chicago, IL 60610",['312-416-0622'],,,info@chicagoschoolofmusic.com ,chicagoschoolofmusic.com ,,,,,,,please call for info,,
167,COLUMBIA COLLEGE CHICAGO,"1014 S. Michigan, Room 300  Chicago, IL",['312-369-7130'],,,"admissions@colum.edu, music@colum.edu ",colum.edu ,,,Undergraduate and Graduate degrees,Program : B.A. degrees in Composition; Instrumen-  tal Performance; Vocal  ,"Jazz Studies: Instrumental; Jazz Studies: Vocal. Music degrees in Composition;  Contemporary, Urban and Popular Music. M.F.A.  degree in Music Composition for the Screen.  ",,,,
